mirna,Patient_1,Control_10,Control_11,Patient_13,Patient_14,Patient_15,Patient_16,Patient_17,Patient_18,Patient_2,Control_20,Control_21,Control_22,Patient_25,Patient_26,Patient_27,Patient_28,Patient_29,Patient_3,Patient_30,Control_31,Control_33,Control_34,Control_35,Patient_37,Patient_38,Patient_39,Patient_4,Patient_40,Patient_41,Patient_42,Patient_43,Control_44,Control_45,Control_46,Control_47,Control_49,Patient_5,Control_50,Patient_6,Control_7,Control_9
hsa-miR-4647,7,0,0,22,0,0,0,0,3,12,0,1,2,0,3,0,1,6,1,0,2,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0
hsa-miR-4654,1,0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,2,0,0
hsa-miR-4657,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659a-3p,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hsa-miR-4659a-5p,2,0,0,5,3,1,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4659b-3p,6,0,0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-4659b-5p,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4661-5p,6,0,2,9,0,0,0,1,0,7,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-4662b,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4664-3p,5,3,0,15,7,0,1,0,0,9,0,0,0,1,0,0,2,3,5,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-4665-5p,13,0,0,13,4,1,0,5,6,17,0,0,0,0,4,6,0,2,13,5,0,0,0,0,0,1,4,14,5,0,11,0,0,3,0,0,0,8,0,12,0,0
hsa-miR-4667-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-4668-5p,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4669,2,14,4,0,0,5,0,1,4,4,0,4,0,0,0,0,0,4,0,0,0,40,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,10,0
hsa-miR-4676-3p,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4676-5p,1,0,10,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4677-3p,7,0,0,0,0,0,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-4685-3p,2,0,0,0,1,11,0,0,1,4,0,0,0,2,0,2,23,7,0,4,18,0,0,0,0,0,1,3,0,0,8,0,0,0,5,0,3,1,0,5,0,1
hsa-miR-4688,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
hsa-miR-4690-3p,2,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-4700-3p,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
hsa-miR-4709-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4726-5p,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4732-3p,3,16,21,1,11,15,13,3,6,5,1,11,3,4,0,13,17,14,2,7,60,50,0,6,0,0,5,3,1,0,4,9,1,0,2,1,4,5,0,12,2,23
hsa-miR-4732-5p,4,59,103,11,18,32,40,14,24,16,0,34,1,10,4,24,58,62,22,10,125,90,2,8,0,0,4,3,0,1,0,5,2,0,0,0,0,7,0,24,16,29
hsa-miR-4738-3p,5,0,0,6,1,9,1,0,0,6,0,0,1,0,3,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,7
hsa-miR-4741,3,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0
hsa-miR-4742-3p,0,0,2,0,1,0,0,0,2,1,0,5,0,0,0,2,0,3,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-4743-5p,1,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,9
hsa-miR-4745-5p,0,2,2,0,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-4746-5p,39,13,13,38,13,15,13,9,10,47,4,4,4,7,7,4,0,14,49,10,16,32,0,1,0,0,3,32,2,0,6,0,1,0,0,0,0,62,0,18,1,13
hsa-miR-4748,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-miR-4750-5p,5,0,0,0,0,0,2,1,2,5,0,0,0,4,1,2,0,0,11,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0
hsa-miR-4753-5p,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4755-3p,0,0,0,0,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
hsa-miR-4755-5p,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4762-3p,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4772-5p,3,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4777-3p,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-4781-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4784,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4792,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4796-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
hsa-miR-483-3p,0,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,4,0,0,18,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-483-5p,3,64,161,0,103,31,7,0,40,7,16,31,46,17,11,16,23,74,23,15,34,21,0,1,31,0,14,19,20,10,4,18,0,1,1,2,6,26,0,188,30,132
hsa-miR-484,1236,244,274,842,459,598,665,185,311,2950,8,194,28,312,351,362,257,652,940,328,790,337,10,47,57,3,161,1433,136,16,201,55,35,19,35,30,48,785,4,675,55,330
hsa-miR-485-3p,22,5,6,11,37,99,13,25,36,266,0,0,0,41,36,28,2,33,42,23,16,14,2,0,24,0,31,36,22,3,21,4,7,3,0,0,0,144,3,33,0,0
hsa-miR-485-5p,103,33,18,98,210,241,72,123,198,649,18,29,29,159,129,111,30,93,351,100,71,36,2,5,4,3,94,166,111,34,170,17,17,5,0,0,0,695,5,90,46,146
hsa-miR-486-3p,3270,19617,12074,3067,11115,18266,12869,6113,10004,4269,629,9700,1791,3759,2099,15915,13552,21373,6016,13284,149068,19539,517,1625,2105,83,2195,7079,1798,456,3079,1632,1312,331,4941,1486,5004,6696,154,14847,1610,26455
hsa-miR-486-5p,10514,7572,17732,6295,3948,4391,8790,2434,3177,25091,224,5046,1036,6320,4406,3239,11958,6383,6348,2153,51414,35770,414,1088,694,49,2331,3777,1586,278,1953,1778,320,311,2336,502,544,6978,221,5518,2360,6495
hsa-miR-487a-3p,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-487a-5p,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-487b-3p,16,0,0,12,1,5,0,8,4,112,0,1,0,2,9,3,2,2,16,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,21,0,0,1,0
hsa-miR-490-3p,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,8,4,0
hsa-miR-493-3p,265,5,2,86,40,87,23,30,49,944,6,2,9,13,36,24,6,31,141,26,16,19,0,5,0,0,11,340,21,3,46,5,1,0,0,0,0,538,3,6,24,3
hsa-miR-493-5p,51,1,11,61,21,27,5,41,26,501,1,1,2,19,26,15,15,19,30,9,0,11,0,0,0,1,6,150,8,0,18,4,3,0,0,1,0,167,0,0,1,3
hsa-miR-494-3p,22,0,0,20,3,12,1,5,2,219,0,1,0,0,9,12,0,1,46,8,1,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,51,0,0,0,0
hsa-miR-495-3p,54,0,0,75,70,63,17,15,36,428,2,3,0,10,37,20,14,25,46,12,4,19,0,0,0,0,6,183,6,1,17,0,0,2,0,0,0,278,0,23,11,14
hsa-miR-496,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-497-5p,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-miR-4999-5p,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-499a-5p,1,0,0,10,1,2,0,0,0,6,0,0,0,1,0,0,0,1,0,2,8,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0
hsa-miR-499b-3p,2,0,0,9,0,2,0,0,0,6,0,0,0,0,1,0,0,3,0,2,6,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,6,0,0
hsa-miR-5004-3p,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5006-3p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-5009-5p,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,5,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-500a-3p,22,0,4,8,3,7,8,0,6,22,0,1,0,0,2,3,1,5,28,0,12,34,0,0,0,0,1,25,0,4,5,0,0,0,0,0,0,22,0,19,0,17
hsa-miR-500a-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-500b-3p,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-500b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5010-3p,9,4,1,3,3,2,9,4,6,18,0,1,0,2,1,3,2,3,5,1,2,10,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-5010-5p,0,4,2,0,6,1,2,1,5,1,0,2,4,1,0,6,5,4,3,6,6,10,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,6,1,0
hsa-miR-501-3p,69,50,81,63,40,49,77,30,32,127,16,10,15,25,8,28,35,49,63,25,141,105,2,10,1,0,5,73,6,0,20,7,0,1,13,0,1,71,0,22,14,88
hsa-miR-501-5p,12,0,0,18,1,0,0,0,0,4,0,0,0,0,1,9,0,2,23,0,0,2,0,0,0,0,9,7,1,0,0,0,0,0,0,0,0,5,0,5,0,0
hsa-miR-502-3p,21,6,4,0,6,17,12,1,3,27,0,5,1,2,2,7,6,1,22,4,25,33,2,0,0,0,0,13,1,0,2,2,0,0,0,0,0,8,0,18,7,14
hsa-miR-502-5p,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-503-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-503-5p,26,1,13,0,14,1,11,0,3,40,0,9,0,0,0,7,11,14,12,20,30,24,0,1,0,0,0,27,0,0,0,0,0,0,1,0,0,17,0,3,0,12
hsa-miR-504-5p,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
hsa-miR-505-3p,34,5,3,36,2,0,4,9,0,99,0,0,0,2,2,4,0,8,13,9,0,0,0,0,0,0,0,35,0,0,12,0,0,0,0,0,0,22,0,2,0,0
hsa-miR-505-5p,15,0,10,12,20,34,25,8,14,76,0,10,3,19,13,6,15,24,9,16,15,46,0,1,0,1,24,21,0,7,25,9,0,0,1,0,0,7,0,37,0,27
hsa-miR-5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,0
hsa-miR-5095,1,1,0,0,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,5,0,2,0,0
hsa-miR-5096,1,0,4,0,0,1,0,0,2,7,1,0,0,0,0,0,1,4,0,2,0,0,0,0,1,1,0,1,0,0,2,0,3,0,0,0,2,4,0,2,2,1
hsa-miR-5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,3,0,0,0,0,2,1,1,0,1,0,0
hsa-miR-511-5p,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,15,12,0,1,8,0,0,2,0,0,0,0,0,0,0,0,0,3,2,3,1,1
hsa-miR-513c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
hsa-miR-514a-3p,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-516b-5p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
hsa-miR-5187-3p,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-5187-5p,9,0,0,0,7,0,7,0,0,13,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,2,8,1,0,3,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-5188,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
hsa-miR-5189-3p,0,1,0,0,1,5,8,5,0,16,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,2,0,1,0,0
hsa-miR-5189-5p,3,8,1,0,3,0,3,0,0,29,1,0,0,0,1,7,2,11,17,2,4,5,1,1,0,0,2,16,0,0,3,0,0,0,0,0,0,5,0,0,1,4
hsa-miR-5193,0,0,0,0,1,0,0,2,0,1,0,0,0,2,3,0,1,0,3,1,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-532-3p,8,0,7,6,0,0,1,2,1,14,0,1,5,0,1,2,1,2,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,2,0,0
hsa-miR-532-5p,743,217,313,616,443,289,442,241,360,1530,9,180,41,130,171,332,424,491,708,353,1176,1698,18,38,27,3,66,1259,24,5,100,37,21,12,34,6,44,964,6,404,113,417
hsa-miR-539-3p,0,0,0,0,0,0,0,0,2,15,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-539-5p,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,0,0
hsa-miR-541-3p,1,0,0,3,1,0,0,1,0,4,0,0,0,0,0,0,0,6,12,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-542-3p,3,0,0,6,0,1,0,0,1,15,5,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-543,265,7,27,631,408,417,91,164,348,2363,13,26,12,230,232,200,68,228,709,231,35,74,2,3,32,2,195,861,101,20,126,22,17,9,2,0,4,1544,8,159,53,43
hsa-miR-548a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-548aa,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-548ac,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-miR-548ae-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ah-3p,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-548am-3p,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0
hsa-miR-548ap-5p,3,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-548ax,6,0,0,11,0,0,0,5,4,8,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,0
hsa-miR-548d-5p,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-548e-3p,16,0,0,14,2,0,0,2,3,23,0,0,0,0,2,0,2,4,6,6,0,10,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,15,2,2,0,0
hsa-miR-548f-3p,0,5,0,15,0,0,4,0,3,8,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-548f-5p,0,1,0,0,0,0,1,1,0,10,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
hsa-miR-548j-3p,4,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0
hsa-miR-548j-5p,29,0,0,9,6,2,12,1,0,39,0,0,0,0,3,2,0,1,12,0,0,0,0,1,0,0,0,27,1,0,1,1,0,0,0,0,0,13,0,10,0,0
hsa-miR-548k,2,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,2,0,1
hsa-miR-548l,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-548n,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548o-3p,6,0,1,11,0,0,2,1,5,19,0,1,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,31,2,0,5,0,0,0,0,0,0,39,0,1,0,5
hsa-miR-548o-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548p,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-548q,0,0,0,0,0,0,1,0,1,2,0,0,3,2,0,3,0,9,5,1,13,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-548u,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0
hsa-miR-549a,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-550a-3-5p,3,1,6,4,0,0,2,2,3,4,0,0,0,0,1,3,4,0,25,4,9,23,0,0,0,0,0,7,0,0,2,0,0,0,0,2,0,4,0,10,0,1
hsa-miR-550a-3p,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0,1,0,1,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
hsa-miR-550a-5p,7,5,13,7,5,9,7,0,5,27,1,3,1,2,2,2,2,9,5,3,27,34,2,0,0,0,0,6,0,0,1,0,0,1,0,1,0,15,1,9,1,4
hsa-miR-550b-2-5p,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-550b-3p,5,7,6,27,3,4,2,0,2,5,1,3,0,5,0,10,23,5,13,9,30,9,0,1,0,0,0,5,0,2,6,0,0,0,1,0,0,15,0,22,1,5
hsa-miR-552-3p,2,0,0,7,0,7,0,0,0,12,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-556-5p,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-558,1,0,0,0,0,1,0,1,0,1,0,0,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,3,0,4
hsa-miR-5582-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-5584-5p,1,0,0,0,4,1,0,2,2,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-5588-5p,1,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,4
hsa-miR-566,2,0,2,0,0,3,0,0,0,2,2,0,0,0,0,1,0,2,3,2,13,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0
hsa-miR-5684,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,4,0,1
hsa-miR-5695,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4
hsa-miR-5698,5,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,0
hsa-miR-5701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
